Username,Location,Date,Reviews,Rating,Review Titles
customer,US,2023-06-25T20:06:01.000Z,Your customer service was excellent. Agents helped me secure my policy when I was having difficulty and also noticed I had gotten two policies. They corrected the issue right away and sent an email to updateThank you 😎,4,Unable to create an account in the App…
Juan,US,2023-06-25T19:42:21.000Z,It was quick and easy.Plus I was able to read all plans because of layout.,5,It was easy to get a quote and purchase…
Rudolth kyeremateng Adjapong,IT,2023-06-25T16:59:38.000Z,"After reading the great reviews about 24/7 medical assistance and ease of claims, I decided to purchase medical insurance through Heymondo.  Applying was quick and easy.  I promptly received an email explaining the documents which were attached.  The Heymondo app is super easy to navigate through.  Hopefully I won’t need it but I have peace of mind knowing I have coverage.",5,its the best
customer,DE,2023-06-25T15:47:55.000Z,website was easy to navigate and price was good,3,Everything is great apart from the app…
customer,US,2023-06-25T12:53:30.000Z,"The first time I submitted the payment, it responded with a processing error & indicated for me to come back later & re enter the info, so I did & it worked the second time",1,Never answered me
Rob G.,US,2023-06-23T07:23:00.000Z,Fast and clear online buying experience! Clearly presented insurance options. Great value for money. One comment to help you improve: The mobile app showed in Spanish when first downloaded (first few steps after installation) and turned to English language only after I (the foreign customer) logged in. Not a big problem for people who are easy with foreign languages but may be inconvenient for some.,5,Easy to Enroll
Ken Yakiwchuk,MX,2023-06-21T20:12:39.000Z,"very easy, very user friendly software.  Thank you",5,Very easy to use!
Justin Stern,US,2023-06-21T20:07:31.000Z,Easy to use the app and communicate with the company.,4,Positive medical claim experience with Heymondo
Cornelia Tanutriantafyllou,GB,2023-06-21T06:53:49.000Z,Great travel insurance at an affordable cost,5,Satisfied 😄
JT,US,2023-06-21T03:42:20.000Z,"very easy, quick and smooth experience. Would recommend it!",5,"Fast, easy and a great value"
B-PH,HU,2023-06-20T20:55:20.000Z,Quick and easy to buy.,5,Comfortable
customer,US,2023-06-19T23:00:57.000Z,"easy to get the holiday insurance and at a great competitive price.There is an app for you to download when you are away if you need to contact the company,",5,Easy and fast
terrie,US,2023-06-19T18:14:01.000Z,I'm NOT able to log into your APP since you never provide the Password.,4,I asked questions
sylvie,ES,2023-06-19T17:41:01.000Z,Really fast service. The attention was great. The team solved my questions promptly and help me in everything I needed.,1,Bad customer support and confirmation…
RubenV,CO,2023-06-19T17:23:54.000Z,"Fantastic coverage ($10 million limit for medical expenses), easy purchase process.",5,Simple & good value for money
JERRISON,SA,2023-06-19T13:09:04.000Z,"As of now, i am not able to make much comment! I have not started the trip.However, it was easy to get the quote and getting the policy.",5,It’s a user friendly site and highly…
Rachel K,CA,2023-06-19T00:44:01.000Z,As my first experience with Heymondo everything is look very goodProfessionally and Quality !,5,Easy to use
Mihai,RO,2023-06-16T07:37:26.000Z,"I love you, have a nice day",5,Super company!
Alan Smith,CA,2023-06-13T16:53:35.000Z,"Purchasing insurance from this company was a breeze and definitely something I'll do again in the future. I hope I won't need it, but thank you for your easy-to-use and extensively detailed platform",5,Just easy
DonnaS,US,2023-06-13T07:38:07.000Z,Great service and response to an issue I had!,5,Easy to understand the policy options…
Francisco,MX,2023-06-13T01:17:42.000Z,I had several questions regarding one insurance policy and I received important valid replies from Sonia!,5,Fair and square before the trip..
Lynne O,US,2023-06-12T17:27:18.000Z,Very easy to understand whats included & whats not.Pricing was very reasonable compared to other companies. My travelling companion was very upset that she had just turned 70 & was no longer eligible.Heymondo- please add a plan for the over 70's! They are still travelling!!,5,This company was recommended
customerRoberto Reyes,PH,2023-06-12T03:26:09.000Z,Easy access to general conditions and an easy online process to buy travel insurance.,5,Excellent service
Andre du Plessis,GB,2023-06-11T15:23:12.000Z,Always a pleasure collaborating with Hey mondo! :),5,Third use of Heymondo this time.
Jose,ES,2023-06-11T13:07:13.000Z,"Easy service, great quotes!",5,Easy and cheap
customer,US,2023-06-10T17:18:53.000Z,This is just to review the purchasing process. Excellent!! So smooth and easy no papers and all can be done in an app. Love it! Hopefully I won’t need them.,5,The site was easy to use and very…
E Parker,US,2023-06-09T22:36:06.000Z,I needed travel insurance for a trip to Japan that would cover travel costs and potential medical and other costs. It was easy to navigate the website and took mere moments to determine the amount of coverage I needed and to pay for it. Super simple and exactly what I needed,5,Easy Use and Reasonable Prices
Ben,GB,2023-08-01T16:03:10.000Z,They replied to me so quickly. All of their policies explicitly state everything I needed. So clear,3,"Heymondo good, IRIS global bad"
Mavis Doreen Hansen,US,2023-06-08T05:23:38.000Z,"Crossing the i's and dotting the t's for life is daunting, when it comes to travel the red tape is just downright scary especially when you live a little, okay a lot differently hahaha.The simply detailed options, pros and cons explained without information overload was a breath of fresh air.  The immediate issue of the policy document and customer care follow up was comforting. Thanks for being ease on my travels :)",5,Even Covers COVID-19 Travel Impacts
Cassandra,US,2023-06-08T02:48:56.000Z,It was easy to sign up and the price is much better than the other insurance providers. I hope it will also be easy to file a claim if and when I need to/,5,Purchase experience was easy and I was…
Bao USA,VN,2023-06-07T07:53:35.000Z,Extremely easy to use website. Well put together and easy to understand.,4,"Some issues encountered, but great customer service"
MG,ES,2023-06-05T20:06:33.000Z,"Fair price, easy to get a quote, useful app to use your insurance. Satisfied traveler :)",5,It does not get any better than this.
Luis,PR,2023-06-05T15:58:27.000Z,"No Expirience yet ...Thanks, hope your support will be as good as the webpage works if any needs will occure",5,Easy and fast
Traci Webb,AU,2023-06-04T08:44:08.000Z,Easy to apply and understand the policies!,5,Very easy to see whats included- at a…
Onia Demea,NL,2023-06-03T13:35:52.000Z,"Easy to use website , whole process was completed in a short time",5,Convenient for expats like me living in…
customer,MX,2023-06-02T20:00:58.000Z,"The in app chat with a doctor did not work as the doctor said ""details outstanding on account"", and customer service could not fix this.Customer service spoke poor English, and they send all my information to me in Spanish. Then they made me sign up for Air doctor, pay £120 for an appointment, took the money from my card, but the appointment never got registered in the app. I'm still trying to get the money back.Customer service has been very unhelpful throughout.",5,Easy and fast process
Mark Buschbacher,GB,2023-06-01T19:16:28.000Z,Website very easy to use and reasonable  prices,5,Easy to setup and wasn't too expensive.
